,long,lat
27620,4.4811439,51.9018696
27611,4.4789739,51.902002
25492,4.4842719,51.901154
13334,4.4842308,51.9012176
27498,4.4818383,51.9012438
8629,4.4841538,51.9013261
25491,4.4841109,51.9013989
25490,4.4840229,51.9015105
30994,4.484163,51.9015804
28748,4.4841106,51.9016639
27684,4.4817012,51.9021731
27624,4.4816094,51.9022894
28917,4.4789544,51.902002
27612,4.4790205,51.9020041
27613,4.4792729,51.9020137
28918,4.479247,51.902014
27614,4.4793102,51.9020158
27615,4.4800035,51.9020536
28920,4.4799761,51.902054
27616,4.4800547,51.9020545
28907,4.4802826,51.9020654
27617,4.4803171,51.9020677
30991,4.4858136,51.9023717
30629,4.4859775,51.9031852
30993,4.4859699,51.9032058
30628,4.4859331,51.9032245
30627,4.4858863,51.90326
30626,4.4858371,51.9033089
30625,4.4857975,51.9033437
30624,4.4857447,51.9033867
36331,4.4856456,51.9036673
20149,4.4845355,51.9037491
27688,4.4772861,51.9014957
27689,4.4773648,51.9015309
27686,4.4774837,51.9015803
27687,4.4777823,51.9017002
25087,4.4778593,51.9017369
28916,4.4786819,51.9019157
28903,4.478705,51.9019219
28915,4.47872,51.9019277
38990,4.4772334,51.9056002
29387,4.4772327,51.9058277
21402,4.474517,51.8982724
30975,4.4751158,51.8984102
30976,4.4751006,51.8984138
21415,4.4751142,51.8986588
27574,4.4758779,51.8989494
27573,4.4759138,51.8990082
27572,4.4759537,51.899072
27571,4.4759903,51.8991343
27570,4.4760277,51.8992016
25094,4.4757946,51.8993378
21418,4.4712081,51.8987462
21419,4.4712751,51.8987932
21420,4.4713315,51.8987951
30979,4.4733536,51.8988304
21421,4.4713711,51.8988308
30980,4.4733301,51.8988372
21422,4.4737172,51.8990094
25093,4.4741068,51.89901
25092,4.4740664,51.8990165
25091,4.4740154,51.8990248
30981,4.4724105,51.8990465
30982,4.472387,51.8990508
21424,4.4727955,51.8992256
21423,4.4714465,51.8992256
25090,4.4731044,51.8992568
21425,4.4714747,51.8992585
25089,4.4730609,51.899267
25088,4.473022,51.8992753
21426,4.471528,51.8993131
21427,4.4716887,51.8993497
21428,4.4715783,51.8993601
21429,4.4717047,51.8994061
21430,4.472173,51.8994431
21432,4.4721029,51.8994478
21431,4.4717087,51.8994478
21433,4.472006,51.8994525
21434,4.4718681,51.8994631
27592,4.471911,51.8994746
27593,4.4719583,51.8994884
25104,4.4742999,51.8998337
25095,4.4756112,51.8993382
27568,4.4757517,51.8993478
25096,4.4756341,51.8994104
27569,4.4755913,51.8994201
25100,4.4749428,51.8996127
25099,4.4749173,51.899622
25098,4.4748798,51.8996322
25097,4.4748319,51.8996451
28895,4.4743518,51.9001333
27597,4.4743878,51.9002533
44216,4.4690247,51.897442
29906,4.4691596,51.8974534
27723,4.4688894,51.897598
27721,4.4688223,51.8976019
21417,4.4711685,51.8987171
30959,4.4705902,51.8988011
28850,4.4688077,51.9025917
28849,4.4688578,51.9026005
28848,4.4688942,51.9026062
44217,4.4689369,51.9027042
28891,4.4746999,51.9002616
27596,4.4744107,51.9002624
28893,4.4747247,51.9002696
27595,4.4744519,51.9002773
27594,4.4744919,51.9002935
28894,4.4750397,51.9003878
28896,4.4750694,51.9003994
27601,4.4750722,51.9004972
27600,4.475102,51.9005099
28900,4.4753908,51.9005124
28897,4.4754217,51.9005244
27598,4.4751535,51.9005297
27599,4.4751982,51.9005466
28901,4.4759235,51.9007086
28904,4.4759454,51.9007174
27610,4.4762611,51.9007182
28905,4.4764195,51.900786
27605,4.4759465,51.9008103
27604,4.4759772,51.9008222
28902,4.4762506,51.9008298
28914,4.4770129,51.9011068
27609,4.4768393,51.901132
27608,4.4768777,51.9011454
27606,4.476934,51.9011675
27607,4.4769877,51.901184
28739,4.4781689,51.9012791
28740,4.4782081,51.901341
28738,4.478251,51.9014031
25084,4.4771569,51.9014214
28741,4.4782787,51.9014551
25103,4.4742715,51.8998457
25102,4.474237,51.8998568
25101,4.4742026,51.8998716
25108,4.4739945,51.9000261
25107,4.4739999,51.9000508
25106,4.4740099,51.9000698
25105,4.4740236,51.9000979
28892,4.4743125,51.9001236
27245,4.4713107,51.9036226
27241,4.4714296,51.9036634
18551,4.4904021,51.8871619
21708,4.4909094,51.8871838
21629,4.4905432,51.887209
21668,4.4912419,51.8872179
21651,4.4912705,51.8872717
32885,4.4908737,51.887325
21660,4.491284,51.8873337
21616,4.4910967,51.887338
21679,4.4905734,51.8873477
21631,4.4913344,51.8874008
38946,4.49312,51.8866477
38945,4.4931445,51.8866512
38947,4.4931281,51.8866658
30206,4.4936572,51.8868228
30208,4.4930385,51.8874003
21702,4.4934155,51.8877025
21700,4.4936139,51.8878107
30205,4.4943487,51.8878429
21699,4.493809,51.8878944
30336,4.4939004,51.8880744
21625,4.4908668,51.8874015
21637,4.491351,51.8874392
21696,4.4911528,51.8874406
21611,4.4906602,51.8874474
21621,4.4911875,51.8874876
21671,4.4914097,51.8874927
32886,4.4910202,51.8875075
21643,4.4904213,51.8875274
