,longitud,latitud
20267,-3.7044421,40.4529937
48989,-3.7045207,40.453285
46876,-3.7045129,40.4535645
13982,-3.7043258,40.4555672
47635,-3.7041113,40.4530697
47634,-3.7041806,40.4530759
47630,-3.7042297,40.4533057
55574,-3.7042364,40.4533189
47631,-3.7039436,40.4533479
47633,-3.7042171,40.4533738
55573,-3.7042078,40.4534118
18379,-3.7037698,40.4535218
47632,-3.7040266,40.4535233
51205,-3.7036188,40.4541873
54827,-3.7072415,40.4542399
45133,-3.7073046,40.4542527
47733,-3.7073562,40.4543712
54825,-3.7073062,40.4544267
47732,-3.7071971,40.4545108
27725,-3.7071549,40.4545588
21796,-3.7070365,40.4546786
47730,-3.7066808,40.4549722
7686,-3.706747,40.4554084
13246,-3.7068701,40.4565345
47731,-3.706334,40.455044
48652,-3.7055889,40.4557016
48653,-3.705454,40.4560792
13045,-3.7053439,40.4564672
50946,-3.7057282,40.4564828
51096,-3.7061451,40.4565027
13043,-3.7064829,40.4565154
13044,-3.7055721,40.4566948
13049,-3.7057758,40.4566998
13051,-3.7059367,40.456704
47800,-3.704356,40.4556067
13981,-3.7044082,40.455671
15595,-3.7044253,40.4556979
13980,-3.7045181,40.4558017
48657,-3.7046031,40.4559104
48658,-3.7046158,40.4559337
48655,-3.704351,40.4559456
50798,-3.7046919,40.4560239
48654,-3.7049258,40.4563075
54411,-3.7049246,40.4563203
14641,-3.7046581,40.4563327
46752,-3.7048486,40.4564736
8162,-3.7051554,40.4566516
54380,-3.7052832,40.4566534
8168,-3.7053223,40.4566623
48406,-3.7049366,40.4566914
8324,-3.704792,40.4567101
50913,-3.7051856,40.4567224
50579,-3.7047251,40.4567305
48407,-3.7045442,40.4567788
13749,-3.7071842,40.4565512
13247,-3.7072258,40.4565532
13035,-3.7066958,40.4567233
18401,-3.7069131,40.4567385
18402,-3.7068705,40.4567385
13038,-3.707015,40.4567385
54415,-3.7068501,40.4567387
13034,-3.7068969,40.4567398
13251,-3.7073272,40.4567635
13033,-3.7074676,40.4567657
13050,-3.706072,40.4567095
13052,-3.7061727,40.4567149
13046,-3.7063484,40.4567209
13047,-3.7065442,40.4567273
13032,-3.7066475,40.4567317
8166,-3.7053949,40.4568565
13048,-3.7064436,40.4568773
8164,-3.705422,40.4568978
55297,-3.7054409,40.45693
8167,-3.7055108,40.4569966
50915,-3.705561,40.4570724
50890,-3.7053755,40.457186
50891,-3.7054729,40.4573416
13256,-3.7064049,40.4574605
50888,-3.7062028,40.4574854
13252,-3.7060531,40.4574931
27620,-3.7054058,40.4575753
48096,-3.705773,40.4575897
18336,-3.7062712,40.4578572
15662,-3.7064351,40.4580198
13036,-3.707504,40.4567668
54416,-3.7075084,40.4567732
13037,-3.7077444,40.4567753
50889,-3.7077637,40.4573351
50893,-3.7069156,40.4574197
51237,-3.7075978,40.4583273
50992,-3.7068611,40.458412
6748,-3.7077325,40.4585485
13060,-3.7069109,40.4587368
54034,-3.7067207,40.4587425
47764,-3.7108868,40.4528826
33504,-3.7105052,40.4542486
49206,-3.7114307,40.4556068
48037,-3.7102624,40.4569704
48036,-3.7103142,40.4569836
48041,-3.7101458,40.4569991
48035,-3.710408,40.4570066
37472,-3.710288,40.4570176
48040,-3.7101939,40.4570516
48038,-3.7103784,40.4570718
47766,-3.708875,40.4530554
47765,-3.70993,40.4531888
20266,-3.7097933,40.4533084
46716,-3.7098734,40.453491
47948,-3.7092885,40.4568684
47947,-3.709418,40.4569048
54173,-3.7091757,40.4571063
54373,-3.7093544,40.4571621
13752,-3.7094097,40.4571701
47498,-3.7096861,40.4572026
46714,-3.7078128,40.4539033
13258,-3.7081732,40.4565142
13257,-3.7082024,40.4565218
13245,-3.7082904,40.456547
1852,-3.7086234,40.4565617
50794,-3.7084351,40.4565829
13254,-3.7085347,40.4566039
46663,-3.7078463,40.4567214
13031,-3.7079526,40.4567878
51083,-3.70808,40.4568057
48039,-3.7103142,40.4570817
13027,-3.7102267,40.4571959
47488,-3.7111862,40.4572848
48043,-3.7105358,40.4574122
48042,-3.7106284,40.4574373
47487,-3.7108809,40.4574382
54377,-3.7104519,40.4574439
47496,-3.7101954,40.4574793
13020,-3.7101704,40.4575
10411,-3.7113958,40.457555
13253,-3.709548,40.4572087
13750,-3.7096674,40.4572389
47497,-3.7098901,40.4572973
13754,-3.709821,40.4573035
15649,-3.709893,40.457342
42960,-3.7099172,40.4573625
13028,-3.7099774,40.457395
54374,-3.7100277,40.4574273
13029,-3.7100624,40.4574489
13248,-3.7098409,40.4577
13024,-3.7102831,40.4575858
13751,-3.7104885,40.45773
47494,-3.71086,40.4577444
51092,-3.7101804,40.4577887
54378,-3.710713,40.4578003
54379,-3.7110965,40.4578036
13753,-3.7107507,40.4578134
47495,-3.7111166,40.4578288
40322,-3.7109715,40.4578844
40323,-3.7113852,40.4579598
13030,-3.7086386,40.456955
50945,-3.7087465,40.4570039
22029,-3.7080308,40.4571747
54376,-3.7078963,40.4571829
54375,-3.708427,40.4572602
54372,-3.7080926,40.4572893
49709,-3.7079746,40.4574734
51218,-3.7081487,40.4578091
48190,-3.708676,40.4587582
50991,-3.7077916,40.4597571
15663,-3.7078808,40.460056
13054,-3.7079331,40.460162
13066,-3.7079194,40.4602611
13979,-3.7080657,40.4605931
13819,-3.7081084,40.4607256
13055,-3.7079614,40.4608187
12888,-3.7081651,40.4609645
12890,-3.7080621,40.461134
48281,-3.7078521,40.4612865
48282,-3.7078152,40.4612966
4092,-3.7093914,40.4577472
51091,-3.7089181,40.4588787
40327,-3.7094356,40.4602387
40328,-3.7090445,40.4617248
13818,-3.7089056,40.4619348
44640,-3.7093422,40.4636954
40314,-3.7098033,40.463881
14085,-3.7094054,40.4639808
14090,-3.7094832,40.4639937
48334,-3.7089255,40.4642062
40318,-3.7114289,40.4593365
40316,-3.711136,40.4593855
40317,-3.7113582,40.4595692
40313,-3.7110203,40.4598062
55733,-3.710922,40.4601113
55732,-3.7110281,40.4601587
55730,-3.711034,40.4602334
15639,-3.7108325,40.4617726
40315,-3.7110157,40.4618234
32489,-3.7101584,40.4643624
45683,-3.6905265,40.438986
34412,-3.6896159,40.4390632
20702,-3.6903852,40.4394071
34636,-3.6885459,40.4395193
48097,-3.6903535,40.4401699
25676,-3.6902859,40.4402165
5967,-3.6907586,40.4403223
49169,-3.6882347,40.4403598
49160,-3.6881641,40.4404069
49173,-3.6881265,40.4404177
30804,-3.6929386,40.4392643
5168,-3.6928911,40.439392
5205,-3.6913854,40.4394497
6399,-3.6919965,40.4399192
15927,-3.6928463,40.440044
30805,-3.6928703,40.440367
44756,-3.6930055,40.4404796
44757,-3.6927355,40.4408757
32212,-3.6927559,40.4409308
32534,-3.6930367,40.4409508
35937,-3.6916371,40.4409837
35936,-3.6916371,40.4409837
30806,-3.6929113,40.4410223
20169,-3.6927776,40.4415019
46130,-3.6922468,40.4418013
50804,-3.6927,40.4424672
12166,-3.6921239,40.4425798
50805,-3.6924638,40.4425897
39612,-3.6928971,40.4429177
39611,-3.6928885,40.4430261
2367,-3.6908316,40.4409415
49165,-3.6882689,40.4410213
46365,-3.6902366,40.4411831
46366,-3.6902572,40.4412865
5210,-3.6902285,40.4414624
40917,-3.6891451,40.441602
45684,-3.6906955,40.4418674
34843,-3.6908348,40.4440787
35933,-3.690784,40.4444106
20060,-3.6907683,40.4445518
33039,-3.6867646,40.4396977
34643,-3.6878876,40.4409945
27025,-3.6862043,40.4416132
612,-3.6871913,40.4423626
805,-3.6878857,40.4428104
35330,-3.6856141,40.4451417
1824,-3.6869668,40.4456958
55363,-3.6859128,40.4459145
38688,-3.6858209,40.4462404
1621,-3.686897,40.4469484
35934,-3.6907566,40.444708
25677,-3.6907197,40.4450919
52022,-3.6883117,40.4451907
35935,-3.6907876,40.4454067
10866,-3.69061,40.4458814
15168,-3.6891717,40.4463121
15167,-3.6894239,40.4463244
15165,-3.6896599,40.446359
20173,-3.6906568,40.4464237
31272,-3.6906094,40.4468042
39610,-3.6928791,40.4431454
35329,-3.6928189,40.4439451
35327,-3.6928103,40.4440535
35328,-3.6928009,40.4441728
21140,-3.6915949,40.4456573
26528,-3.6921821,40.4465705
12285,-3.6926965,40.4467064
50557,-3.6926919,40.4475159
18020,-3.6916271,40.448805
27841,-3.6915015,40.4497642
17564,-3.6905072,40.4470571
17560,-3.6904744,40.4472166
38823,-3.6904062,40.4473112
17562,-3.6903597,40.4473395
5585,-3.6902476,40.4474802
15930,-3.69018,40.4475617
5581,-3.6900396,40.4477193
5584,-3.6899093,40.4482711
5586,-3.6895595,40.448317
25678,-3.690386,40.4483453
21142,-3.690665,40.448962
15217,-3.6891084,40.4492877
15493,-3.6894981,40.4493253
4106,-3.6882116,40.4494377
34287,-3.690263,40.4494582
15216,-3.6888348,40.4494857
48136,-3.689075,40.4496324
15218,-3.6886015,40.4496551
15213,-3.6902173,40.4497412
24244,-3.6888738,40.4497564
45909,-3.6859976,40.4496271
4107,-3.6878338,40.4497526
20177,-3.6878935,40.4497588
4109,-3.6880992,40.4500696
4105,-3.6879424,40.4501254
30218,-3.6879035,40.4505141
53046,-3.686939,40.4505774
5582,-3.6873471,40.4506836
5583,-3.6867511,40.4507019
15492,-3.686718,40.4507743
15914,-3.6993678,40.4395155
30812,-3.6991847,40.4395244
18476,-3.6987674,40.4396742
18472,-3.698914,40.4396766
40138,-3.6993778,40.4397086
27079,-3.699289,40.4401232
15916,-3.6990634,40.4403429
15915,-3.6992912,40.4403604
6510,-3.6988574,40.4406089
30810,-3.6991027,40.4406582
6390,-3.7003108,40.4392996
18618,-3.7004446,40.439386
20993,-3.7005228,40.4395809
30813,-3.7005925,40.439592
18622,-3.700596,40.439752
19918,-3.7003938,40.4397598
42047,-3.7002632,40.4405269
20957,-3.7006642,40.4409234
49625,-3.7001532,40.4409506
26361,-3.7003266,40.4421364
44669,-3.6992594,40.4406872
6368,-3.6992459,40.4407523
34583,-3.6992406,40.4413573
38990,-3.6989176,40.4420281
51763,-3.6989305,40.4421192
19811,-3.6989145,40.4422546
15917,-3.6991018,40.4425788
30825,-3.6989114,40.4429571
33694,-3.6988183,40.4436656
30832,-3.6988088,40.4440284
43357,-3.6974959,40.4405299
30809,-3.6975309,40.4405646
15890,-3.6976596,40.4414385
23122,-3.697639,40.4414742
30816,-3.6982621,40.4419429
38988,-3.6986727,40.4420209
30824,-3.6974831,40.4430143
6165,-3.6975472,40.4452296
6164,-3.6977731,40.4452324
4558,-3.6983686,40.4452379
30826,-3.700572,40.4432847
15888,-3.700734,40.4434019
33391,-3.7004708,40.4437031
30840,-3.7005583,40.4452038
26907,-3.6998135,40.4453302
838,-3.7002434,40.4456395
20956,-3.6998722,40.4461813
30219,-3.7001894,40.4461967
48207,-3.6997586,40.4467893
48206,-3.7003203,40.4468172
55584,-3.6989602,40.4445956
38991,-3.6989292,40.4448001
26908,-3.6988989,40.4450863
15909,-3.6990064,40.445097
30839,-3.6987405,40.4451154
26909,-3.699261,40.4453007
40392,-3.6988949,40.4455372
33620,-3.6988741,40.4457997
48845,-3.6994409,40.4461603
38647,-3.6995359,40.4461649
52224,-3.6985062,40.4453336
17793,-3.6979314,40.4460374
38987,-3.6977649,40.4462436
55715,-3.6983786,40.4463414
13348,-3.6976548,40.4467338
37936,-3.6981936,40.4467768
15896,-3.6984384,40.4473791
15057,-3.6984193,40.447544
25003,-3.69833,40.4493535
45685,-3.698315,40.4495715
15284,-3.6996769,40.4461718
13354,-3.6991475,40.4468073
18992,-3.6994029,40.4468241
13355,-3.69965,40.4468339
27159,-3.6994858,40.4468424
36519,-3.6987541,40.4476111
48846,-3.699301,40.4476539
43356,-3.6990307,40.4480569
15614,-3.698999,40.4489349
49711,-3.6991507,40.4490936
13349,-3.6998559,40.4468441
2781,-3.7002109,40.4468633
18998,-3.7004523,40.44689
20175,-3.7000917,40.4472376
30182,-3.7003884,40.4481243
13121,-3.6999649,40.4493512
15604,-3.6999786,40.4502653
51338,-3.6998949,40.4524238
2651,-3.7004621,40.4526225
15617,-3.6998133,40.4526759
24350,-3.6984635,40.4495759
24351,-3.6983861,40.4497491
23877,-3.6981758,40.4499827
23876,-3.6981536,40.4500528
24352,-3.6984558,40.4501504
23875,-3.6981486,40.4502228
54457,-3.698103,40.4503754
23874,-3.6976629,40.4508247
37064,-3.6984097,40.4508405
36685,-3.6984257,40.4508695
54538,-3.6939014,40.4476952
27626,-3.6946214,40.4487279
52923,-3.6944411,40.449058
19070,-3.6933749,40.4495231
19071,-3.6933317,40.4495514
19072,-3.6934116,40.4495556
19073,-3.6933684,40.4495839
1866,-3.6939158,40.4506452
43270,-3.6945252,40.4514016
49470,-3.6943889,40.4514052
20176,-3.695141,40.4493757
31690,-3.6950273,40.4497936
5589,-3.6954176,40.4499041
10236,-3.6951039,40.4499425
5590,-3.695399,40.4500694
5593,-3.6949776,40.4504156
5591,-3.6948825,40.4506433
10649,-3.6953187,40.4506627
41023,-3.6949586,40.4509832
10650,-3.6953142,40.4510278
45686,-3.6969423,40.4498638
15587,-3.697051,40.4498656
13113,-3.69686,40.45032
3735,-3.6968,40.450595
23873,-3.6973169,40.450806
15598,-3.6967681,40.4516311
38639,-3.6967396,40.4519065
38638,-3.6964501,40.4519284
38637,-3.696741,40.4520166
38640,-3.6964174,40.4521511
10651,-3.6953063,40.4511666
10648,-3.6953,40.4512996
10652,-3.6949808,40.4513098
35078,-3.6952663,40.4516587
15612,-3.6952536,40.4517622
20312,-3.695253,40.4518375
20315,-3.6952489,40.4521077
28431,-3.6952906,40.4525785
28432,-3.6952906,40.4525785
25007,-3.6957549,40.4526195
46322,-3.6967257,40.4521938
39470,-3.6960557,40.4522167
10644,-3.6967779,40.4522342
51998,-3.6969215,40.4522468
26402,-3.6973418,40.4522528
37065,-3.6970581,40.4522532
6420,-3.6961152,40.4528949
6421,-3.6963413,40.4529125
6422,-3.6967126,40.4529213
6423,-3.6968667,40.4529301
5596,-3.6943466,40.4514819
24817,-3.6945486,40.4516355
35077,-3.6943858,40.4517279
20319,-3.6946093,40.4518572
20317,-3.6944924,40.4518605
20316,-3.6946407,40.4518659
43080,-3.6942722,40.4520796
24391,-3.6933823,40.4530602
46718,-3.6933371,40.4530775
52219,-3.6945836,40.4539685
6424,-3.6961717,40.452932
6425,-3.6962937,40.452936
6426,-3.6967408,40.4529623
6427,-3.6968218,40.4529663
71,-3.6971414,40.453018
49450,-3.6965576,40.4532068
49449,-3.6968763,40.4532789
52311,-3.6971977,40.4534128
6428,-3.6971584,40.4535774
6429,-3.6972342,40.4535804
6430,-3.697143,40.4537045
6431,-3.697224,40.4537055
6432,-3.6971417,40.453769
6433,-3.697215,40.4537739
6434,-3.6971405,40.4538629
6435,-3.6972008,40.4538648
15584,-3.6968578,40.4538949
6436,-3.6971263,40.453946
6437,-3.6971944,40.4539479
6438,-3.6971173,40.4540125
6439,-3.6971893,40.4540154
6440,-3.6970993,40.4542168
6441,-3.697179,40.4542207
12952,-3.6962533,40.4542567
12956,-3.6962479,40.4543138
6442,-3.6970865,40.4543429
6443,-3.6971674,40.4543478
6330,-3.6960623,40.4543723
6444,-3.6970762,40.4544455
6445,-3.6971533,40.4544514
12414,-3.6940759,40.4540512
10833,-3.6932823,40.4540899
14860,-3.6940147,40.4543876
12413,-3.693986,40.4545809
55173,-3.6932632,40.4546616
69,-3.6939836,40.4547254
12412,-3.6939793,40.4549664
6300,-3.6943138,40.4549728
6298,-3.6932127,40.4551832
9261,-3.6931601,40.4553481
24245,-3.6888091,40.4498087
4104,-3.6882016,40.4498597
43230,-3.6901987,40.4499619
4108,-3.6882253,40.4499723
4103,-3.6884042,40.4501704
45870,-3.6901909,40.4501985
15215,-3.6901368,40.4504656
43177,-3.68837,40.4505603
25414,-3.6905645,40.450642
41774,-3.6900867,40.450848
45666,-3.6916374,40.4497662
47932,-3.6918852,40.4499983
44571,-3.6918735,40.4501693
45667,-3.6915957,40.4502505
26707,-3.6928216,40.4502783
55512,-3.6915937,40.4505358
44895,-3.6914724,40.4506761
39889,-3.6913497,40.4511947
15455,-3.6922905,40.4513807
27842,-3.6915646,40.4518382
34341,-3.6896465,40.4508898
15472,-3.6887386,40.4511676
21268,-3.6886919,40.4514713
25776,-3.6904644,40.4514909
31271,-3.6901112,40.4516389
10829,-3.688277,40.4518098
20310,-3.6887757,40.4518284
19957,-3.6899065,40.4518884
19951,-3.6898882,40.4519016
20320,-3.6898709,40.4519031
625,-3.6857573,40.450838
5587,-3.6864774,40.4516266
20247,-3.6866348,40.4516729
20252,-3.6869475,40.451688
20245,-3.6870447,40.4516922
15454,-3.6874234,40.451716
14998,-3.6874622,40.4517234
20496,-3.6871699,40.4517271
19940,-3.6879865,40.4517709
30,-3.6875718,40.4520946
44950,-3.6885504,40.452099
28113,-3.6889737,40.4521653
44941,-3.6903997,40.4522006
42511,-3.6889077,40.4522186
10837,-3.6884827,40.4522314
44946,-3.6892264,40.452249
44948,-3.6893623,40.452324
44947,-3.6892851,40.4523347
44951,-3.6894141,40.4523571
51282,-3.689196,40.452387
44954,-3.687668,40.4521398
10831,-3.687472,40.4524625
38100,-3.6876705,40.4528394
44963,-3.6863792,40.452996
44965,-3.6863698,40.4530072
44964,-3.6866367,40.4535012
44962,-3.6866407,40.4535124
44945,-3.6872871,40.4537103
44944,-3.6873461,40.4537154
44943,-3.6871731,40.4537318
20730,-3.6928462,40.4523257
15460,-3.6927073,40.4537229
19892,-3.6927016,40.4540735
35607,-3.692914,40.4540897
6244,-3.6909526,40.4547021
19899,-3.6926076,40.4547925
6296,-3.6909546,40.4548084
19893,-3.6925809,40.4551564
19896,-3.6927371,40.4551564
19894,-3.6928761,40.4551588
44952,-3.6893952,40.4524285
44955,-3.6894235,40.4531052
44953,-3.6893618,40.4539593
44949,-3.689048,40.4539623
17779,-3.6897021,40.4543413
23801,-3.688901,40.4544391
39450,-3.6897416,40.4544873
46703,-3.6894031,40.4549377
25415,-3.6901228,40.455179
15471,-3.6894064,40.4553528
44960,-3.6867185,40.4538481
44942,-3.6875017,40.453895
44956,-3.6879629,40.4540001
44961,-3.6867882,40.4541195
44959,-3.6867788,40.4541266
44958,-3.6867909,40.4541277
15482,-3.6874504,40.4543645
5599,-3.6874191,40.4543933
51260,-3.6868787,40.4546031
24535,-3.6873028,40.4546304
15481,-3.6930845,40.4551672
1851,-3.6926902,40.4553281
19898,-3.6925605,40.4554097
19895,-3.6925551,40.4554965
19897,-3.6925529,40.455567
11173,-3.6925434,40.4556942
6332,-3.6926439,40.4559162
6331,-3.6926439,40.4559162
648,-3.692985,40.4559471
6333,-3.6928207,40.4560491
1780,-3.6992039,40.4499918
36684,-3.6989125,40.4503194
36683,-3.6990842,40.4503327
52496,-3.6992699,40.4523734
10646,-3.6995513,40.4525098
10645,-3.6996103,40.4526487
21139,-3.6990229,40.4527113
50936,-3.6990103,40.4528887
13161,-3.69945,40.45291
50937,-3.6989003,40.4529438
50938,-3.6990881,40.4529479
50939,-3.6989835,40.4529999
13138,-3.6994042,40.4531582
26401,-3.6988608,40.4532394
25009,-3.6993257,40.453259
20321,-3.6993595,40.453284
20322,-3.6993737,40.4532936
52523,-3.6993521,40.4532997
20309,-3.6993737,40.4533143
37063,-3.698805,40.4533756
20837,-3.6980313,40.4511908
15594,-3.6979684,40.4519051
26399,-3.6978593,40.4522511
25008,-3.6986471,40.4530916
26400,-3.6975715,40.4531529
16883,-3.6976707,40.4542807
20323,-3.6977253,40.4550218
20324,-3.6977128,40.4551751
52223,-3.6976617,40.455258
15599,-3.6976791,40.4554388
54489,-3.6993407,40.4535843
54491,-3.699333,40.4537356
20311,-3.6989537,40.4539943
54488,-3.6991223,40.4543595
54493,-3.6990918,40.454456
20318,-3.6989848,40.4546458
54494,-3.6990058,40.454699
20313,-3.6989608,40.4547162
54490,-3.6989501,40.4547693
41117,-3.6989321,40.4548382
12772,-3.7000147,40.4533285
26363,-3.7002925,40.455215
48276,-3.7001914,40.4552284
49712,-3.7005031,40.4553564
2801,-3.7003498,40.4558202
2800,-3.6999681,40.455965
54462,-3.6998859,40.4570067
12954,-3.6999923,40.4570547
12953,-3.7001961,40.4570934
12955,-3.7004295,40.4571586
54492,-3.6988861,40.4549817
20314,-3.6987751,40.4552006
11174,-3.6994251,40.4569296
12960,-3.6990651,40.4570535
12948,-3.6991202,40.4570634
11169,-3.6995744,40.4571697
51072,-3.699438,40.4575422
51247,-3.6988757,40.4576328
51145,-3.6993637,40.4576887
15606,-3.6988658,40.4577104
12947,-3.7005314,40.4571811
54460,-3.7006241,40.4571952
12958,-3.7006682,40.4572138
12949,-3.6999659,40.4572662
54463,-3.7001522,40.4573094
54464,-3.7002415,40.457327
54424,-3.7002663,40.4573489
22954,-3.7006047,40.4574152
54425,-3.7006879,40.457442
54455,-3.7005515,40.4578611
12951,-3.6986301,40.4567063
15600,-3.6974707,40.4573855
25012,-3.6981136,40.4575238
35334,-3.6979959,40.4577037
25013,-3.6986715,40.4578452
54429,-3.6982925,40.4590866
51250,-3.6976392,40.4592731
51249,-3.6979228,40.4595265
41802,-3.6983663,40.459665
51248,-3.6985731,40.4597038
51144,-3.7003752,40.4579529
54661,-3.700713,40.4581407
51138,-3.7006768,40.4581699
54658,-3.70063,40.4582226
22955,-3.7002737,40.4583971
54660,-3.7003514,40.4585339
51152,-3.7002641,40.4586066
25015,-3.7003121,40.4586288
51102,-3.7002088,40.4586652
54662,-3.7001218,40.4587305
51245,-3.6988433,40.457905
50968,-3.6992844,40.457948
25014,-3.6994421,40.4580002
51246,-3.6987937,40.4580424
1469,-3.6993855,40.4584229
41801,-3.6989858,40.4588017
31462,-3.6993927,40.4588964
51122,-3.6994186,40.458907
51120,-3.6994754,40.4589241
51121,-3.6996519,40.4591634
15613,-3.6951386,40.4531023
52218,-3.6953658,40.4531655
48527,-3.695063,40.4537289
48512,-3.6950615,40.4537495
48513,-3.6946773,40.4537564
48526,-3.6950515,40.4538796
48525,-3.694649,40.4542068
20731,-3.6947377,40.4546067
11171,-3.6949829,40.4562381
49451,-3.6953558,40.4563103
12961,-3.6962984,40.4544729
6446,-3.6970775,40.4545198
6447,-3.6971469,40.4545266
6448,-3.6970659,40.4546009
6449,-3.6971315,40.4546049
12957,-3.696205,40.4547933
32859,-3.6973261,40.4551332
25011,-3.6967583,40.4553136
48181,-3.6966379,40.4553613
1812,-3.6963585,40.4553872
50700,-3.6972756,40.4555562
6450,-3.6971938,40.455558
51076,-3.6966534,40.4555804
15597,-3.69616,40.4556006
50701,-3.6972562,40.4556274
50703,-3.697253,40.4557295
50702,-3.6971721,40.4557295
6451,-3.6971589,40.4557969
50704,-3.697239,40.4558011
50705,-3.6971852,40.4558513
50706,-3.6971589,40.4559063
50707,-3.6972275,40.4559077
50708,-3.6971807,40.4559982
50709,-3.6971358,40.4560489
6452,-3.697218,40.4560515
50710,-3.6971349,40.4561252
6453,-3.6972096,40.4561275
48379,-3.6963375,40.4565828
48378,-3.6964676,40.4565879
12959,-3.6972806,40.4566444
53347,-3.693156,40.4554728
6299,-3.6931389,40.4556258
6334,-3.6934697,40.4557384
41437,-3.6938327,40.4561086
34289,-3.6940761,40.4561166
12945,-3.6944331,40.4567164
12943,-3.6944227,40.4568191
46402,-3.6942825,40.4574286
17545,-3.6933814,40.4577561
17546,-3.6941289,40.457915
52524,-3.6967591,40.456728
52525,-3.6967434,40.4568275
52526,-3.6967377,40.4569119
52527,-3.6967306,40.456979
52529,-3.6967249,40.457072
52528,-3.696705,40.4571802
18999,-3.696974,40.4581157
19003,-3.6962502,40.4587714
19000,-3.696054,40.4591513
19001,-3.6964408,40.4591564
12944,-3.6947923,40.4566713
15477,-3.6947679,40.4568509
12946,-3.6947088,40.457965
17548,-3.6952388,40.4585994
41871,-3.6951971,40.4587067
10591,-3.6946848,40.4588114
26917,-3.6949071,40.4589059
17550,-3.6948449,40.4590136
23896,-3.6960128,40.4590272
23897,-3.6956226,40.4593134
50929,-3.6935949,40.4581134
12942,-3.6938131,40.4590355
12936,-3.6941416,40.459054
10993,-3.6938857,40.4595504
12962,-3.6931672,40.4595594
3885,-3.6945201,40.4596382
15478,-3.6944896,40.459944
44029,-3.6944586,40.4599655
15048,-3.6944451,40.4603521
23183,-3.6936775,40.4609998
36023,-3.6973142,40.4591816
19002,-3.6963688,40.4592649
15602,-3.6969722,40.4595285
25018,-3.6968669,40.4595896
4017,-3.6961918,40.4596891
17843,-3.6967668,40.4599282
17584,-3.6963682,40.4601648
17577,-3.6962619,40.4603912
15724,-3.696656,40.460394
52091,-3.6968488,40.4604447
12973,-3.695187,40.4596758
23898,-3.694878,40.4597134
15044,-3.6953156,40.4598274
15397,-3.6954038,40.4598584
23155,-3.6946696,40.4602483
23154,-3.6948355,40.460291
46518,-3.6948948,40.4604867
53048,-3.6957392,40.4605292
15721,-3.6960087,40.4609058
16881,-3.695962,40.4609196
24534,-3.6872961,40.4547199
44957,-3.6867239,40.4547277
24536,-3.6872732,40.4549664
24538,-3.6874578,40.4558069
24539,-3.6871073,40.4560721
24537,-3.6875638,40.4561342
25416,-3.686054,40.4561935
15469,-3.6867995,40.4564926
44966,-3.6860251,40.4567329
9497,-3.6877463,40.4568397
15214,-3.6896891,40.4553948
72,-3.6890368,40.4556239
24008,-3.6896531,40.4559026
5778,-3.6888477,40.4559182
30055,-3.6890674,40.4559203
9496,-3.6890083,40.4559212
5777,-3.6889683,40.4561876
51761,-3.6885983,40.4562245
20580,-3.6896634,40.4563474
24012,-3.6881542,40.4564085
17721,-3.6929276,40.4560553
17720,-3.6930405,40.4560608
6297,-3.6909011,40.4562784
11170,-3.6919974,40.456374
17723,-3.6920294,40.4564484
17722,-3.6926747,40.456457
17645,-3.6925115,40.4564833
17542,-3.6930165,40.4564857
17710,-3.6920268,40.4564983
3469,-3.691371,40.456619
17715,-3.6920156,40.4566425
17547,-3.6930421,40.4567027
17711,-3.6920094,40.4567032
17544,-3.6925915,40.4567533
39614,-3.6928619,40.4567949
15459,-3.6920173,40.4567965
17552,-3.6929011,40.4567971
17549,-3.6929526,40.4567987
17541,-3.6930058,40.4568031
17712,-3.6919965,40.4568585
27067,-3.6920053,40.4568868
17543,-3.6926298,40.4569803
17553,-3.6928904,40.4569868
17551,-3.6929727,40.4570024
17713,-3.6924252,40.4570275
17716,-3.6924076,40.4571423
17709,-3.6924112,40.4572049
17719,-3.6929918,40.4572392
44306,-3.6913828,40.4572884
17717,-3.6929827,40.4573055
22407,-3.6862302,40.4570198
10835,-3.6859672,40.4572955
53055,-3.6859948,40.4575439
18481,-3.6859491,40.4577954
27058,-3.687573,40.4579973
24149,-3.6868872,40.4584144
14686,-3.6876614,40.4585019
24148,-3.6868769,40.4585295
49564,-3.6865151,40.4586091
15727,-3.6868994,40.4586254
15479,-3.689465,40.4564696
15487,-3.6907856,40.4566034
46719,-3.6907673,40.4570355
49622,-3.6907646,40.4571392
10841,-3.690656,40.458271
12937,-3.690596,40.4585686
44940,-3.6902857,40.4590353
15731,-3.6891306,40.4591432
49562,-3.6887749,40.4591657
15728,-3.6889977,40.4592207
17603,-3.6924109,40.4573794
17718,-3.6929649,40.4574203
10704,-3.692846,40.4574335
14859,-3.6926694,40.4576749
46677,-3.6914776,40.4580465
17714,-3.6918397,40.4584121
10830,-3.6915852,40.4589339
13777,-3.6918092,40.4589489
15486,-3.6923757,40.4589717
12966,-3.6918962,40.4590325
51211,-3.6873231,40.4586555
14687,-3.6875153,40.4586655
14689,-3.6875681,40.4586712
15729,-3.6866003,40.4586852
10678,-3.6866375,40.4586952
12938,-3.6857047,40.4589779
12940,-3.6860869,40.4589982
15730,-3.6866828,40.4591294
14691,-3.6870559,40.4591356
14688,-3.6875414,40.4591368
25420,-3.687248,40.459141
35421,-3.6856992,40.459252
