count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
73788,2015,5,North West,85,Manchester,A6,Major,LA Boundary,A56,383704,398570,53.48359406,-2.24703784,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,23,9,2350,393,298,42,1,5,1,0,1,50,3099
75238,2015,5,North West,85,Manchester,M60,Major,M60 main route,A5103,382750,390830,53.41399333,-2.26098658,1.00,0.62,Estimated,Estimated from nearby links,0,60,17715,21,2774,422,76,103,32,78,270,981,21551
75242,2015,5,North West,85,Manchester,A34,Major,Grosvenor St,A57 (M) mid-junction,384500,397250,53.47175364,-2.23497715,0.10,0.06,Estimated,Estimated from nearby links,184,82,8645,179,972,80,17,21,6,4,5,133,10010
75249,2015,5,North West,85,Manchester,A62,Major,Swan St,Addington St,384700,398750,53.48524208,-2.23203778,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,229,241,23869,1190,3451,411,117,65,31,70,50,744,29495
80940,2015,5,North West,85,Manchester,A5103,Major,A6010,A5067,383830,395000,53.45150949,-2.24495412,2.70,1.68,Counted,Manual count,150,226,34573,488,3919,478,53,71,37,116,112,867,40072
99015,2015,5,North West,85,Manchester,A6010,Major,A6,A57,386960,396000,53.46058534,-2.19786490,1.00,0.62,Estimated,Estimated using previous year's AADF on this link,104,46,14454,225,2774,234,62,40,3,7,12,359,17858
99615,2015,5,North West,85,Manchester,M60,Major,20,LA Boundary,385700,404900,53.54054859,-2.21725088,1.90,1.18,Counted,Manual count,0,339,86138,137,16545,2275,442,541,220,700,2043,6221,109381
99833,2015,5,North West,85,Manchester,M56,Major,M56 (3) main flow,A5103,382210,389000,53.39752642,-2.26900674,0.60,0.37,Estimated,Estimated from nearby links,0,291,70835,305,13403,2393,472,447,429,2001,3738,9480,94315
944431,2015,5,North West,85,Manchester,U,Minor,,,386760,394993,53.45152898,-2.20083434,,,Counted,Manual count,8,3,690,0,64,1,0,0,0,0,0,1,758
944438,2015,5,North West,85,Manchester,U,Minor,,,384492,395450,53.45557431,-2.23500820,,,Counted,Manual count,20,2,229,0,26,1,4,0,0,0,0,5,262
77049,2015,5,North West,85,Manchester,A62,Major,A62 Lever St,A665 Swan St,384700,398640,53.48425336,-2.23203238,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,222,273,28500,875,4518,377,66,47,27,42,117,676,34843
80944,2015,5,North West,85,Manchester,A5067,Major,LA Boundary,A5067,382930,396560,53.46550278,-2.25859139,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,327,46,9485,536,1257,109,22,23,2,3,11,169,11494
944408,2015,5,North West,85,Manchester,B5167,Minor,,,383057,390353,53.40971585,-2.25634210,,,Counted,Manual count,189,78,11322,466,1084,175,34,65,8,0,6,288,13238
944443,2015,5,North West,85,Manchester,U,Minor,,,384186,401392,53.50897394,-2.23991779,,,Counted,Manual count,2,1,366,0,28,1,0,0,0,0,0,1,396
70155,2015,5,North West,85,Manchester,A62,Major,A6,Great Ancoat St,384620,398500,53.48299264,-2.23323102,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,71,21,2435,818,515,67,9,1,4,0,0,82,3872
70157,2015,5,North West,85,Manchester,A6,Major,London Rd,Portland St,384550,398040,53.47885593,-2.23426304,0.50,0.31,Estimated,Estimated using previous year's AADF on this link,91,15,2127,600,224,14,12,0,0,1,0,27,2994
70272,2015,5,North West,85,Manchester,A57M,Major,A6,A635,385000,397480,53.47383556,-2.22745572,0.30,0.19,Estimated,Estimated from nearby links,0,241,29434,65,5712,613,127,183,46,77,335,1381,36833
944432,2015,5,North West,85,Manchester,U,Minor,,,388298,395558,53.45664417,-2.17769656,,,Counted,Manual count,38,19,653,3,90,1,6,0,0,0,0,7,771
74485,2015,5,North West,85,Manchester,A635,Major,A6,A57M,384988,397468,53.47372735,-2.22763593,0.30,0.19,Estimated,Estimated from nearby links,2,60,7359,16,1428,153,32,46,12,19,84,345,9208
99517,2015,5,North West,85,Manchester,A6010,Major,A6010 Dickenson Rd,A6 Stockport Rd,386627,395707,53.45794332,-2.20286766,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,150,51,8601,23,1182,116,34,10,3,4,5,171,10027
75236,2015,5,North West,85,Manchester,M60,Major,M60 spur,M60 spur,382250,390830,53.41397663,-2.26850884,0.90,0.56,Estimated,Estimated from nearby links,0,145,42515,51,6658,1012,183,246,77,186,649,2354,51723
78683,2014,5,North West,85,Manchester,M56,Major,5,Thorley Lane bridge,381330,386100,53.37142928,-2.28206830,0.70,0.43,Estimated,Estimated using previous year's AADF on this link,0,104,50275,384,3337,234,77,110,3,7,39,472,54571
944405,2015,5,North West,85,Manchester,B5093,Minor,,,385205,393342,53.43664739,-2.22417106,,,Estimated,Estimated using previous year's AADF on this link,687,63,9460,999,993,75,18,5,7,2,0,106,11621
944407,2015,5,North West,85,Manchester,B5219,Minor,,,384773,395686,53.45770383,-2.23078806,,,Counted,Manual count,278,36,8415,275,632,63,17,2,2,3,2,89,9446
944414,2015,5,North West,85,Manchester,C,Minor,,,384169,403141,53.52469397,-2.24026313,,,Estimated,Estimated using previous year's AADF on this link,64,46,6170,104,827,72,10,2,3,17,11,115,7263
944437,2015,5,North West,85,Manchester,U,Minor,,,384296,400509,53.50104058,-2.23821464,,,Counted,Manual count,2,1,268,0,26,0,2,0,0,0,0,2,297
944439,2015,5,North West,85,Manchester,U,Minor,,,386425,397788,53.47664296,-2.20600046,,,Estimated,Estimated using previous year's AADF on this link,44,8,1726,8,284,51,6,3,0,0,1,60,2088
944473,2015,5,North West,85,Manchester,U,Minor,,,385389,396445,53.46454360,-2.22154664,,,Counted,Manual count,43,11,382,5,36,12,0,0,0,0,0,12,445
944480,2015,5,North West,85,Manchester,U,Minor,,,381620,393920,53.44172911,-2.27816831,,,Counted,Manual count,60,3,570,0,62,0,0,0,0,0,0,0,636
944418,2013,5,North West,85,Manchester,C,Minor,,,380750,388832,53.39596483,-2.29095292,,,Estimated,Estimated using previous year's AADF on this link,83,39,3910,56,637,36,2,7,0,0,0,45,4686
944410,2015,5,North West,85,Manchester,B5093,Minor,,,384651,391794,53.42271733,-2.23243417,,,Counted,Manual count,407,52,6734,790,725,40,12,19,0,0,4,75,8376
944427,2015,5,North West,85,Manchester,C,Minor,,,385870,391594,53.42095397,-2.21408204,,,Counted,Manual count,184,46,8903,95,938,47,6,2,0,1,2,58,10041
944442,2015,5,North West,85,Manchester,U,Minor,,,386561,401614,53.51103593,-2.20411666,,,Estimated,Estimated using previous year's AADF on this link,12,0,59,1,16,0,0,0,0,0,0,0,76
77003,2015,5,North West,85,Manchester,A6,Major,A6 Aytoun St,A6 Piccadilly,384480,398210,53.48038188,-2.23532623,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,397,109,6967,3818,1058,97,19,16,4,2,0,138,12091
944472,2015,5,North West,85,Manchester,U,Minor,,,386374,403820,53.53085930,-2.20703320,,,Counted,Manual count,16,3,60,0,15,7,0,0,0,0,0,7,85
944463,2015,5,North West,85,Manchester,U,Minor,,,384412,397960,53.47813277,-2.23633836,,,Estimated,Estimated using previous year's AADF on this link,92,2,638,9,67,10,0,0,1,0,0,11,726
944481,2015,5,North West,85,Manchester,U,Minor,,,386091,393881,53.44151647,-2.21085848,,,Counted,Manual count,19,4,138,0,25,0,0,0,0,0,0,0,167
75235,2015,5,North West,85,Manchester,A5103,Major,M60 spur,M60 spur/A5103,382450,390730,53.41308452,-2.26549433,0.80,0.50,Estimated,Estimated using previous year's AADF on this link,1,181,40530,370,4228,332,93,77,67,111,91,771,46080
75237,2015,5,North West,85,Manchester,M60,Major,M60 main route,A5103,382250,390750,53.41325756,-2.26850431,0.80,0.50,Estimated,Estimated from nearby links,0,196,58073,89,8820,1452,226,333,100,366,1343,3820,70998
99017,2015,5,North West,85,Manchester,A6010,Major,A6010 St Johns Rd,A6 Stockport Rd,386715,395495,53.45604002,-2.20153333,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,255,13,6757,150,886,64,7,1,0,0,2,74,7879
81152,2015,5,North West,85,Manchester,A5067,Major,Princess Road,Mancunian Way,384050,396920,53.46877394,-2.24173951,0.70,0.43,Estimated,Estimated using previous year's AADF on this link,537,22,6841,24,949,30,12,5,1,0,1,49,7885
944460,2015,5,North West,85,Manchester,U,Minor,,,385597,402184,53.51613354,-2.21867916,,,Counted,Manual count,3,0,301,0,32,0,0,0,0,0,0,0,333
944479,2015,5,North West,85,Manchester,U,Minor,,,386448,402208,53.51637207,-2.20584649,,,Counted,Manual count,41,1,862,1,152,3,0,0,0,0,0,3,1020
944400,2015,5,North West,85,Manchester,B5167,Minor,,,383774,391202,53.41736973,-2.24560025,,,Counted,Manual count,415,107,14469,361,1445,93,17,3,11,2,2,128,16510
944417,2015,5,North West,85,Manchester,C,Minor,,,383846,385323,53.36452864,-2.24421399,,,Counted,Manual count,39,68,18167,320,1677,67,15,7,10,3,3,105,20336
944451,2015,5,North West,85,Manchester,U,Minor,,,383088,389620,53.40312831,-2.25583620,,,Counted,Manual count,249,117,7065,87,1208,93,33,16,36,7,8,193,8670
944453,2015,5,North West,85,Manchester,U,Minor,,,382720,387582,53.38479781,-2.26125886,,,Estimated,Estimated using previous year's AADF on this link,107,10,2616,90,378,32,3,2,1,1,0,38,3132
944466,2015,5,North West,85,Manchester,U,Minor,,,381115,388131,53.38967718,-2.28542180,,,Counted,Manual count,46,1,246,0,40,1,0,0,0,0,0,1,289
75241,2015,5,North West,85,Manchester,A665,Major,Ashton Old Road,Mancunian Way,385670,397700,53.47583181,-2.21737179,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,175,127,15933,269,3888,366,91,179,64,85,212,996,21212
16044,2017,5,North West,85,Manchester,M56,Major,6,5,380725,386100,53.37140743,-2.29116114,1.50,0.93,Counted,Manual count,0,311,115693,386,18171,2204,446,558,480,2990,1963,8641,143201
16544,2017,5,North West,85,Manchester,A57,Major,A6,A665,385500,397010,53.46962514,-2.21990099,0.50,0.31,Estimated,Estimated using previous year's AADF on this link,150,124,12898,849,2329,228,55,116,32,91,46,568,16768
7713,2017,5,North West,85,Manchester,A5145,Major,A5103,A34,385017,390420,53.41037779,-2.22686092,3.40,2.11,Counted,Manual count,278,56,10133,726,881,47,10,7,2,5,5,76,11873
944403,2015,5,North West,85,Manchester,B5093,Minor,,,386091,393927,53.44192994,-2.21086053,,,Counted,Manual count,230,126,13215,105,1573,96,29,5,8,5,8,150,15169
944418,2015,5,North West,85,Manchester,C,Minor,,,380750,388832,53.39596483,-2.29095292,,,Counted,Manual count,59,21,4425,0,493,59,3,0,0,0,0,62,5001
944452,2015,5,North West,85,Manchester,U,Minor,,,387738,398683,53.48472007,-2.18625309,,,Counted,Manual count,16,4,240,1,55,1,2,0,0,0,1,4,304
944467,2015,5,North West,85,Manchester,U,Minor,,,383633,398060,53.47900779,-2.24808098,,,Estimated,Estimated using previous year's AADF on this link,47,4,584,0,81,5,6,0,0,0,0,11,680
73787,2015,5,North West,85,Manchester,A6042,Major,LA Boundary,A56,383696,399086,53.48823180,-2.24718538,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,126,205,24197,57,3194,417,92,113,35,71,49,777,28430
16536,2017,5,North West,85,Manchester,A56,Major,A34,A6,383704,398423,53.48227278,-2.24703015,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,316,71,7340,710,1579,228,23,5,1,2,4,263,9963
17822,2017,5,North West,85,Manchester,A6042,Major,A56,A665,384000,399200,53.48926587,-2.24260971,0.30,0.19,Counted,Manual count,85,345,26946,50,3778,430,81,151,17,92,28,799,31918
17929,2017,5,North West,85,Manchester,A34,Major,Upper Brook St,A5103,384180,397400,53.47309231,-2.23980555,1.00,0.62,Counted,Manual count,2362,87,2297,2406,307,25,9,9,1,0,1,45,5142
7701,2017,5,North West,85,Manchester,A5103,Major,M56,M60,382360,390350,53.40966590,-2.26682691,1.10,0.68,Estimated,Estimated using previous year's AADF on this link,38,358,99652,683,11503,1039,277,234,67,260,1162,3039,115234
6046,2017,5,North West,85,Manchester,M56,Major,4,LA Boundary,383600,388821,53.39596279,-2.24809353,1.00,0.62,Counted,Manual count,0,296,87315,465,15029,1632,373,400,264,2559,704,5931,109037
951807,2015,5,North West,85,Manchester,C,Minor,,,382034,388247,53.39075211,-2.27161042,,,Counted,Manual count,84,65,6970,17,1189,188,25,6,7,23,15,264,8505
7922,2017,5,North West,85,Manchester,A6143,Major,A57,A56,383000,397837,53.47698319,-2.25760657,0.80,0.50,Estimated,Estimated using previous year's AADF on this link,197,65,4491,135,641,23,7,8,4,1,0,43,5376
7947,2017,5,North West,85,Manchester,A34,Major,A6042,A56,383700,398236,53.48059183,-2.24708065,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,242,119,6575,880,1061,69,15,1,4,1,0,89,8725
16322,2017,5,North West,85,Manchester,A34,Major,A5145,A5079,386035,392000,53.42460771,-2.21161742,3.60,2.24,Estimated,Estimated using previous year's AADF on this link,227,170,21040,366,2430,135,21,25,6,8,19,215,24220
16589,2017,5,North West,85,Manchester,A62,Major,A6010,LA Boundary,386280,400000,53.49652144,-2.20828263,2.40,1.49,Estimated,Estimated using previous year's AADF on this link,274,218,21700,878,3938,419,78,57,60,120,78,811,27544
17675,2017,5,North West,85,Manchester,A5103,Major,A5145,A6010,383647,393000,53.43352699,-2.24760504,2.20,1.37,Counted,Manual count,228,266,41590,492,4620,353,74,74,21,111,89,721,47691
73777,2015,5,North West,85,Manchester,A5145,Major,A34,LA Boundary,385648,390496,53.41107859,-2.21737209,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,150,117,18143,394,3541,231,65,20,21,10,14,361,22557
17931,2017,5,North West,85,Manchester,A57,Major,A6010,LA Boundary,387800,396300,53.46330218,-2.18522535,3.10,1.93,Counted,Manual count,237,216,18801,396,3030,270,83,117,31,91,106,699,23142
951810,2015,5,North West,85,Manchester,U,Minor,,,382797,392229,53.42656969,-2.26035637,,,Counted,Manual count,6,0,459,1,72,0,1,0,0,0,0,1,533
26047,2017,5,North West,85,Manchester,M56,Major,4,3,381900,388200,53.39032504,-2.27362257,1.50,0.93,Counted,Manual count,0,376,134709,546,20733,2365,449,892,338,3491,1095,8630,164993
7950,2017,5,North West,85,Manchester,A56,Major,A6143,A34,383470,397800,53.47666569,-2.25052320,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,475,85,9063,78,1643,137,18,13,6,3,4,181,11051
18548,2017,5,North West,85,Manchester,A6042,Major,A34,A34,383820,398008,53.47854622,-2.24526065,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,271,76,4429,271,610,68,13,1,4,0,0,86,5471
17717,2017,5,North West,85,Manchester,A6104,Major,A664,LA Boundary,388000,403426,53.52735791,-2.18248812,2.80,1.74,Estimated,Estimated using previous year's AADF on this link,102,57,11017,138,1723,139,28,29,12,66,41,316,13251
17936,2017,5,North West,85,Manchester,A6010,Major,A665,LA Boundary,384000,400429,53.50031253,-2.24267283,1.20,0.75,Counted,Manual count,145,110,12569,40,1551,139,20,60,12,25,16,273,14542
7725,2017,5,North West,85,Manchester,A6010,Major,A62,A664,386030,400000,53.49651480,-2.21205108,0.90,0.56,Estimated,Estimated using previous year's AADF on this link,77,28,13059,167,2541,262,160,196,13,13,62,707,16503
27313,2017,5,North West,85,Manchester,A576,Major,A6104,M60,384000,404400,53.53600505,-2.24287709,0.90,0.56,Counted,Manual count,48,160,36109,221,4861,318,87,241,44,99,84,872,42223
7946,2017,5,North West,85,Manchester,A6,Major,A5079,A6010,386892,395446,53.45560406,-2.19886575,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,497,194,17014,648,2087,199,36,51,29,17,17,350,20294
17933,2017,5,North West,85,Manchester,A576,Major,A6044,A6104,383800,403800,53.53060592,-2.24586337,0.50,0.31,Counted,Manual count,92,251,36817,184,5139,366,80,176,40,108,61,832,43222
17935,2017,5,North West,85,Manchester,A665,Major,A6042,A6042,384130,399100,53.48837100,-2.24064536,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,157,270,28324,339,4823,455,83,219,17,24,61,857,34613
7724,2017,5,North West,85,Manchester,A34,Major,A5079,A6010,386182,395000,53.45157693,-2.20953809,1.50,0.93,Estimated,Estimated using previous year's AADF on this link,364,142,15473,345,1421,83,48,22,6,1,2,162,17543
951806,2015,5,North West,85,Manchester,C,Minor,,,384315,395200,53.45332194,-2.23766113,,,Counted,Manual count,249,13,5276,4,337,15,10,4,0,0,6,34,5665
18202,2017,5,North West,85,Manchester,A5103,Major,A34,A6,384268,398000,53.47848799,-2.23851006,0.40,0.25,Estimated,Estimated using previous year's AADF on this link,500,87,9550,3123,1622,147,33,2,5,3,2,192,14574
27447,2017,5,North West,85,Manchester,A664,Major,Addington St,A6010,385390,400005,53.49654222,-2.22169853,2.00,1.24,Estimated,Estimated using previous year's AADF on this link,206,70,11780,799,1292,127,18,32,1,5,3,185,14126
27449,2017,5,North West,85,Manchester,A665,Major,A57,A635,385770,397000,53.46954268,-2.21583319,0.70,0.43,Estimated,Estimated using previous year's AADF on this link,105,57,15070,75,1376,768,21,28,23,7,8,855,17432
37809,2017,5,North West,85,Manchester,A5103,Major,A60/A5103(T),A5145,383000,391900,53.42361912,-2.25728355,1.00,0.62,Counted,Manual count,100,231,60555,519,6591,661,98,147,96,110,166,1279,69175
27403,2017,5,North West,85,Manchester,A635,Major,A665,A6010,386000,397614,53.47506776,-2.21239600,1.50,0.93,Estimated,Estimated using previous year's AADF on this link,394,244,21309,201,4348,428,118,170,38,150,100,1003,27106
7948,2017,5,North West,85,Manchester,A34,Major,A6042,A56,383700,397945,53.47797622,-2.24706544,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,288,84,8163,159,1425,107,31,17,3,2,2,162,9993
27782,2017,5,North West,85,Manchester,A5184,Major,A34,A6,386150,396000,53.46056449,-2.21006435,1.60,0.99,Estimated,Estimated using previous year's AADF on this link,354,58,8948,142,776,36,5,8,2,1,0,52,9975
27975,2017,5,North West,85,Manchester,A34,Major,A56 Deansgate,LA Boundary,383150,398200,53.48025081,-2.25536615,0.50,0.31,Estimated,Estimated using previous year's AADF on this link,201,100,11081,100,1305,110,18,8,8,2,5,151,12738
26059,2017,5,North West,85,Manchester,M60,Major,M60 spur,LA Boundary,383733,389634,53.40327456,-2.24613566,1.90,1.18,Counted,Manual count,0,264,74664,167,12087,1094,338,393,98,263,1339,3524,90707
6069,2017,5,North West,85,Manchester,A57M,Major,A34,A6,384670,397400,53.47310691,-2.23242347,0.40,0.25,Estimated,Estimated using previous year's AADF on this link,0,765,41769,298,10188,2653,404,558,90,139,675,4519,57538
36355,2017,5,North West,85,Manchester,A5079,Major,A34,A6,387020,395000,53.45159842,-2.19691959,1.60,0.99,Estimated,Estimated using previous year's AADF on this link,83,32,9891,88,941,106,15,6,2,7,6,143,11095
27974,2017,5,North West,85,Manchester,A34,Major,A56,LA Boundary,383400,398330,53.48142730,-2.25160608,0.40,0.25,Estimated,Estimated using previous year's AADF on this link,275,66,4905,954,775,90,23,8,1,2,0,123,6823
73778,2015,5,North West,85,Manchester,A6,Major,LA Boundary,A5079,387440,394000,53.44262026,-2.19055499,2.40,1.49,Estimated,Estimated using previous year's AADF on this link,342,186,18651,642,3342,288,51,38,36,53,57,523,23345
37859,2017,5,North West,85,Manchester,A6104,Major,A576,A664,385000,404060,53.53297876,-2.22777289,2.50,1.55,Estimated,Estimated using previous year's AADF on this link,74,51,9142,392,1734,78,11,16,4,0,2,110,11429
38034,2017,5,North West,85,Manchester,A34,Major,A5103,A5103,383970,397800,53.47668126,-2.24298985,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,583,83,7028,303,1134,132,26,19,1,1,0,179,8727
38036,2017,5,North West,85,Manchester,A56,Major,A34 Quay St,A34 Bridge St,383580,398100,53.47936566,-2.24888166,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,744,64,7899,222,1517,120,16,28,7,3,3,178,9880
48632,2017,5,North West,85,Manchester,A34,Major,A5103 Lower Mosley St,A6042 Mount St,383860,397910,53.47766659,-2.24465288,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,316,64,7340,248,1219,121,26,11,2,2,1,162,9033
27294,2017,5,North West,85,Manchester,A560,Major,LA Boundary,M56,380000,389400,53.40104222,-2.30226772,2.70,1.68,Estimated,Estimated using previous year's AADF on this link,176,135,22659,372,3215,309,47,21,10,14,9,410,26791
7857,2017,5,North West,85,Manchester,A665,Major,Pin Mill Brow,A662,385428,398000,53.47852163,-2.22103190,0.50,0.31,Estimated,Estimated using previous year's AADF on this link,167,171,26770,282,4121,375,43,90,39,69,46,663,32006
6553,2017,5,North West,85,Manchester,A56,Major,A6042,LA Boundary,383330,400000,53.49643559,-2.25275018,1.40,0.87,Estimated,Estimated using previous year's AADF on this link,338,165,12629,169,1656,148,19,8,8,19,9,212,14831
48339,2017,5,North West,85,Manchester,A560,Major,M56,M56,382582,389073,53.39819506,-2.26341639,0.90,0.56,Estimated,Estimated using previous year's AADF on this link,99,95,20842,297,3644,421,112,76,23,122,98,852,25730
27992,2017,5,North West,85,Manchester,A56,Major,A6,A6,383780,398600,53.48386608,-2.24589414,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,231,60,11388,1123,1866,259,29,30,5,5,2,329,14766
46165,2017,5,North West,85,Manchester,A6,Major,A57(M),A6 Whitworth St,384730,397800,53.47670402,-2.23153914,0.40,0.25,Estimated,Estimated using previous year's AADF on this link,202,64,14441,1081,2231,113,18,6,0,1,2,140,17956
38649,2017,5,North West,85,Manchester,A62,Major,A6,A6,384586,398306,53.48124790,-2.23373377,0.10,0.06,Counted,Manual count,440,36,1675,140,300,48,8,2,4,4,1,67,2219
28486,2017,5,North West,85,Manchester,A34,Major,A5103,Mosley St,384110,397940,53.47794390,-2.24088764,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,271,76,6613,350,1039,100,33,10,4,0,0,147,8224
36161,2017,5,North West,85,Manchester,A6,Major,A5184,A665,386000,396400,53.46415586,-2.21234147,1.10,0.68,Counted,Manual count,310,109,13244,542,1742,79,29,29,1,8,14,160,15797
73792,2015,5,North West,85,Manchester,A57,Major,LA Boundary,A6143,382674,397675,53.47551638,-2.26250935,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,200,266,32885,250,6315,747,122,263,144,260,187,1724,41439
26157,2017,5,North West,85,Manchester,A6,Major,A57,A57(M),384950,397300,53.47221621,-2.22820032,0.70,0.43,Estimated,Estimated using previous year's AADF on this link,282,226,20982,1123,3671,340,41,120,60,125,82,767,26769
70156,2014,5,North West,85,Manchester,A62,Major,Lever St,A665 Newton St,384750,398600,53.48389529,-2.23127695,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,239,269,29033,882,4295,388,63,48,22,42,118,683,35162
27445,2017,5,North West,85,Manchester,A663,Major,LA Boundary,LA Boundary,388840,402000,53.51455924,-2.16976560,1.00,0.62,Counted,Manual count,77,52,13892,84,2256,220,53,63,43,112,77,568,16852
27796,2017,5,North West,85,Manchester,A6010,Major,A5103,B5093,385000,394100,53.44345478,-2.22729323,1.70,1.06,Estimated,Estimated using previous year's AADF on this link,177,55,11490,79,1477,94,17,21,1,12,11,156,13257
37943,2017,5,North West,85,Manchester,A662,Major,A665,A6010,386000,398470,53.48276181,-2.21243448,2.00,1.24,Estimated,Estimated using previous year's AADF on this link,126,26,9852,251,1828,171,29,44,23,36,14,316,12274
56370,2017,5,North West,85,Manchester,A57,Major,A6143,A57(M),382800,397500,53.47394757,-2.26060135,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,410,400,49399,194,8092,959,164,363,94,269,220,2068,60153
56493,2017,5,North West,85,Manchester,A34,Major,A6010,A5184,385380,396000,53.46054352,-2.22166135,1.70,1.06,Counted,Manual count,612,173,16834,354,1582,73,25,20,3,7,3,131,19073
36045,2017,5,North West,85,Manchester,M56,Major,3,2,382400,389000,53.39753283,-2.26614938,1.40,0.87,Counted,Automatic counter,0,162,55108,187,10634,1280,281,309,230,798,2234,5133,71224
36577,2017,5,North West,85,Manchester,A56,Major,A6041,A6042,383830,399020,53.48764273,-2.24516247,0.40,0.25,Estimated,Estimated using previous year's AADF on this link,104,146,15302,181,2779,307,68,30,12,12,14,443,18850
17675,2015,5,North West,85,Manchester,A5103,Major,A5145,A6010,383647,393000,53.43352699,-2.24760504,2.20,1.37,Estimated,Estimated using previous year's AADF on this link,335,254,41027,608,4624,525,90,62,80,101,85,942,47454
46068,2017,5,North West,85,Manchester,A57M,Major,A57,A5103,383300,397160,53.47090774,-2.25305028,0.80,0.50,Estimated,Estimated using previous year's AADF on this link,0,582,58686,175,10553,1176,223,590,75,352,534,2950,72946
28695,2017,5,North West,85,Manchester,A6,Major,A6010,A5184,386575,395867,53.45938013,-2.20365768,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,447,171,20323,603,2520,181,45,57,29,16,13,341,23958
37837,2017,5,North West,85,Manchester,A6010,Major,A34,Hamilton Rd,386500,395400,53.45518061,-2.20476700,0.70,0.43,Estimated,Estimated using previous year's AADF on this link,231,23,12585,107,2403,120,41,16,1,2,4,183,15301
37944,2017,5,North West,85,Manchester,A6010,Major,A635,A662,387250,398000,53.47856931,-2.19357908,0.80,0.50,Estimated,Estimated using previous year's AADF on this link,265,181,20745,205,5041,338,128,107,58,42,111,785,26957
56487,2017,5,North West,85,Manchester,A34,Major,Mosley St,A6042,383900,398130,53.47964527,-2.24406156,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,260,59,7252,369,1302,137,19,2,2,1,0,160,9142
74478,2017,5,North West,85,Manchester,A57,Major,A57M,A56,382923,397359,53.47268425,-2.25874055,0.20,0.12,Estimated,Estimated from nearby links,410,80,9880,39,1618,192,33,73,19,54,44,414,12031
74485,2017,5,North West,85,Manchester,A635,Major,A6,A57M,384988,397468,53.47372735,-2.22763593,0.30,0.19,Estimated,Estimated from nearby links,31,46,6608,10,1183,112,20,39,6,27,56,260,8107
47322,2017,5,North West,85,Manchester,A576,Major,A665,A6044,383580,403000,53.52340842,-2.24914001,1.50,0.93,Estimated,Estimated using previous year's AADF on this link,57,150,19763,279,3383,271,50,43,24,41,29,458,24032
47457,2017,5,North West,85,Manchester,A665,Major,A662,A62,385000,398380,53.48192509,-2.22749903,0.70,0.43,Counted,Manual count,321,217,26160,364,3775,407,92,58,26,58,75,715,31230
56582,2017,5,North West,85,Manchester,A57,Major,A665,A6010,386950,396580,53.46579837,-2.19803980,1.30,0.81,Estimated,Estimated using previous year's AADF on this link,208,137,14356,460,2876,198,65,83,28,47,51,472,18301
27797,2017,5,North West,85,Manchester,A6010,Major,A662,A62,386880,399000,53.48754851,-2.19919618,1.90,1.18,Counted,Manual count,256,159,21302,164,3309,274,102,148,40,80,116,760,25695
77003,2017,5,North West,85,Manchester,A6,Major,A6 Aytoun St,A6 Piccadilly,384480,398210,53.48038188,-2.23532623,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,354,108,7024,3303,1216,98,19,19,5,2,0,142,11793
17929,2015,5,North West,85,Manchester,A34,Major,Upper Brook St,A5103,384180,397400,53.47309231,-2.23980555,1.00,0.62,Estimated,Estimated using previous year's AADF on this link,487,69,8129,2867,998,92,20,8,1,1,3,124,12187
