count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
944414,2014,5,North West,85,Manchester,C,Minor,,,384169,403141,53.52469397,-2.24026313,,,Counted,Manual count,67,54,6126,103,812,73,10,2,2,19,12,118,7213
77049,2014,5,North West,85,Manchester,A62,Major,A62 Lever St,A665 Swan St,384700,398640,53.48425336,-2.23203238,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,239,269,29033,882,4295,388,63,48,22,42,118,683,35162
944400,2014,5,North West,85,Manchester,B5167,Minor,,,383774,391202,53.41736973,-2.24560025,,,Counted,Manual count,758,157,14338,314,1423,106,15,3,2,2,0,128,16361
944427,2014,5,North West,85,Manchester,C,Minor,,,385870,391594,53.42095397,-2.21408204,,,Counted,Manual count,143,25,9013,144,778,58,14,1,4,0,2,78,10037
83048,2014,5,North West,85,Manchester,A665,Major,A664,A6042,384300,398950,53.48702788,-2.23807576,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,106,115,13097,24,1563,216,33,41,7,19,12,328,15127
99017,2014,5,North West,85,Manchester,A6010,Major,A6010 St Johns Rd,A6 Stockport Rd,386715,395495,53.45604002,-2.20153333,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,275,14,6625,139,845,68,7,1,0,0,2,78,7701
944403,2014,5,North West,85,Manchester,B5093,Minor,,,386091,393927,53.44192994,-2.21086053,,,Counted,Manual count,197,72,12626,135,1504,115,18,11,4,3,2,153,14491
944410,2014,5,North West,85,Manchester,B5093,Minor,,,384651,391794,53.42271733,-2.23243417,,,Counted,Manual count,423,80,8474,662,747,44,11,4,1,0,2,62,10026
944417,2014,5,North West,85,Manchester,C,Minor,,,383736,385334,53.36462411,-2.24586754,,,Counted,Manual count,97,56,16547,356,1657,78,21,21,21,6,11,158,18775
99014,2014,5,North West,85,Manchester,A6010,Major,A57,A635,387200,397000,53.46957969,-2.19429133,1.00,0.62,Estimated,Estimated using previous year's AADF on this link,319,161,22288,326,4010,479,93,89,15,52,63,790,27576
944405,2014,5,North West,85,Manchester,B5093,Minor,,,385205,393342,53.43664739,-2.22417106,,,Counted,Manual count,717,73,9393,987,974,76,17,5,6,2,0,105,11533
944407,2014,5,North West,85,Manchester,B5219,Minor,,,384773,395686,53.45770383,-2.23078806,,,Counted,Manual count,315,40,8363,269,728,44,14,5,1,2,3,68,9469
48632,2014,5,North West,85,Manchester,A34,Major,A5103 Lower Mosley St,A6042 Mount St,383860,397910,53.47766659,-2.24465288,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,381,73,7140,266,1011,126,25,10,1,3,1,166,8656
944443,2014,5,North West,85,Manchester,U,Minor,,,384186,401392,53.50897394,-2.23991779,,,Counted,Manual count,3,0,332,0,26,2,0,0,0,0,0,2,360
944452,2014,5,North West,85,Manchester,U,Minor,,,387738,398683,53.48472007,-2.18625309,,,Counted,Manual count,9,4,269,0,37,1,6,0,0,0,0,7,316
944479,2014,5,North West,85,Manchester,U,Minor,,,386448,402208,53.51637207,-2.20584649,,,Counted,Manual count,35,2,1021,1,185,6,0,0,0,0,0,6,1215
80943,2014,5,North West,85,Manchester,A5067,Major,A5067,A5103,383360,396700,53.46677500,-2.25212188,0.90,0.56,Counted,Manual count,937,91,8950,416,905,69,10,12,0,1,2,93,10455
81152,2014,5,North West,85,Manchester,A5067,Major,Princess Road,Mancunian Way,384050,396920,53.46877394,-2.24173951,0.70,0.43,Estimated,Estimated using previous year's AADF on this link,577,24,6709,22,905,31,12,6,1,0,1,51,7711
944438,2014,5,North West,85,Manchester,U,Minor,,,384492,395450,53.45557431,-2.23500820,,,Estimated,Estimated using previous year's AADF on this link,23,0,419,0,46,1,3,0,0,0,0,4,468
944472,2014,5,North West,85,Manchester,U,Minor,,,386374,403820,53.53085930,-2.20703320,,,Counted,Manual count,5,0,56,0,8,2,0,0,0,0,0,2,67
80940,2014,5,North West,85,Manchester,A5103,Major,A6010,A5067,383830,395000,53.45150949,-2.24495412,2.70,1.68,Estimated,Estimated using previous year's AADF on this link,246,233,37872,539,4049,341,96,68,20,62,156,742,43436
944431,2014,5,North West,85,Manchester,U,Minor,,,386760,394993,53.45152898,-2.20083434,,,Estimated,Estimated using previous year's AADF on this link,19,0,630,2,40,0,0,0,0,0,0,0,672
99833,2014,5,North West,85,Manchester,M56,Major,M56 (3) main flow,A5103,382210,389000,53.39752642,-2.26900674,0.60,0.37,Estimated,Estimated from nearby links,0,315,73613,371,13699,2351,479,465,374,2097,3762,9528,97526
944432,2014,5,North West,85,Manchester,U,Minor,,,388298,395558,53.45664417,-2.17769656,,,Counted,Manual count,56,2,667,0,116,6,5,0,0,0,0,11,797
944463,2014,5,North West,85,Manchester,U,Minor,,,384412,397960,53.47813277,-2.23633836,,,Estimated,Estimated using previous year's AADF on this link,96,2,634,9,66,10,0,0,1,0,0,11,721
944481,2014,5,North West,85,Manchester,U,Minor,,,386091,393881,53.44151647,-2.21085848,,,Counted,Manual count,32,0,157,0,49,1,1,0,0,0,0,2,208
99516,2014,5,North West,85,Manchester,A56,Major,A5014,A57(M),382585,397080,53.47016535,-2.26381704,0.60,0.37,Estimated,Estimated using previous year's AADF on this link,567,219,25349,248,3988,453,83,131,58,149,79,953,30757
944437,2014,5,North West,85,Manchester,U,Minor,,,384296,400509,53.50104058,-2.23821464,,,Counted,Manual count,4,3,325,0,47,0,1,0,0,0,0,1,376
944451,2014,5,North West,85,Manchester,U,Minor,,,383088,389620,53.40312831,-2.25583620,,,Counted,Manual count,177,66,6855,90,1045,72,31,5,3,8,5,124,8180
74478,2014,5,North West,85,Manchester,A57,Major,A57M,A56,382923,397359,53.47268425,-2.25874055,0.20,0.12,Estimated,Estimated from nearby links,469,83,10661,62,1596,173,36,58,15,49,42,373,12775
74485,2014,5,North West,85,Manchester,A635,Major,A6,A57M,384988,397468,53.47372735,-2.22763593,0.30,0.19,Estimated,Estimated from nearby links,2,59,7496,16,1358,158,30,47,9,19,85,349,9278
951806,2014,5,North West,85,Manchester,C,Minor,,,384315,395200,53.45332194,-2.23766113,,,Counted,Manual count,350,7,6351,11,673,35,3,8,0,0,1,47,7089
77003,2014,5,North West,85,Manchester,A6,Major,A6 Aytoun St,A6 Piccadilly,384480,398210,53.48038188,-2.23532623,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,427,123,6832,3544,1009,102,18,17,4,2,0,143,11652
944466,2014,5,North West,85,Manchester,U,Minor,,,381115,388131,53.38967718,-2.28542180,,,Counted,Manual count,22,5,220,1,33,1,0,0,0,0,0,1,260
944480,2014,5,North West,85,Manchester,U,Minor,,,381620,393920,53.44172911,-2.27816831,,,Counted,Manual count,69,2,511,0,55,0,0,0,0,0,0,0,568
99517,2014,5,North West,85,Manchester,A6010,Major,A6010 Dickenson Rd,A6 Stockport Rd,386627,395707,53.45794332,-2.20286766,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,162,58,8434,21,1127,122,33,10,2,4,5,176,9816
73787,2014,5,North West,85,Manchester,A6042,Major,LA Boundary,A56,383696,399086,53.48823180,-2.24718538,0.20,0.12,Counted,Dependent on a neighbouring counted link,136,201,24649,58,3037,429,88,116,29,72,50,783,28728
944439,2014,5,North West,85,Manchester,U,Minor,,,386425,397788,53.47664296,-2.20600046,,,Counted,Manual count,46,10,1714,8,279,52,5,3,0,0,1,61,2072
944473,2014,5,North West,85,Manchester,U,Minor,,,385389,396445,53.46454360,-2.22154664,,,Counted,Manual count,31,4,342,3,35,3,0,0,0,0,0,3,386
80941,2014,5,North West,85,Manchester,A5103,Major,A57(M),A5067,383750,396930,53.46885459,-2.24625920,0.40,0.25,Counted,Manual count,87,208,39664,350,4472,423,77,107,44,117,112,881,45575
74457,2014,5,North West,85,Manchester,A5103,Major,A560,M56,382239,389320,53.40040371,-2.26858874,0.30,0.19,Estimated,Estimated from nearby links,1,82,19309,147,2336,235,51,60,15,104,218,682,22556
951807,2014,5,North West,85,Manchester,C,Minor,,,382034,388247,53.39075211,-2.27161042,,,Counted,Manual count,111,42,5902,7,1055,146,19,9,4,5,26,209,7215
99615,2014,5,North West,85,Manchester,M60,Major,20,LA Boundary,385700,404900,53.54054859,-2.21725088,1.90,1.18,Counted,Manual count,0,229,74363,143,17569,2341,479,709,250,1110,1932,6821,99125
8464,2015,5,North West,85,Manchester,A56,Major,A6,A6041,383835,398772,53.48541378,-2.24507425,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,350,117,11217,1180,1791,233,40,16,6,5,5,306,14611
944442,2014,5,North West,85,Manchester,U,Minor,,,386561,401614,53.51103593,-2.20411666,,,Estimated,Estimated using previous year's AADF on this link,12,0,59,1,15,0,0,0,0,0,0,0,75
944453,2014,5,North West,85,Manchester,U,Minor,,,382720,387582,53.38479781,-2.26125886,,,Counted,Manual count,111,11,2598,89,371,32,3,2,1,1,0,38,3107
944460,2014,5,North West,85,Manchester,U,Minor,,,385597,402184,53.51613354,-2.21867916,,,Counted,Manual count,4,0,234,1,35,2,0,0,0,0,0,2,272
944467,2014,5,North West,85,Manchester,U,Minor,,,383633,398060,53.47900779,-2.24808098,,,Estimated,Estimated using previous year's AADF on this link,49,5,579,0,80,5,6,0,0,0,0,11,674
80942,2014,5,North West,85,Manchester,A5067,Major,A5067,A56,383000,396700,53.46676343,-2.25754463,0.70,0.43,Counted,Manual count,870,61,9769,138,1185,98,13,8,2,3,0,124,11277
6069,2015,5,North West,85,Manchester,A57M,Major,A34,A6,384670,397400,53.47310691,-2.23242347,0.40,0.25,Estimated,Estimated using previous year's AADF on this link,0,774,41432,345,8860,2634,400,483,84,158,660,4418,55828
16536,2015,5,North West,85,Manchester,A56,Major,A34,A6,383704,398423,53.48227278,-2.24703015,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,355,72,7281,821,1373,227,23,4,1,3,4,261,9807
16544,2015,5,North West,85,Manchester,A57,Major,A6,A665,385500,397010,53.46962514,-2.21990099,0.50,0.31,Estimated,Estimated using previous year's AADF on this link,168,125,12794,981,2025,227,55,100,30,103,45,559,16486
7428,2015,5,North West,85,Manchester,A665,Major,A6042,A6010,384311,400000,53.49646597,-2.23796286,1.20,0.75,Estimated,Estimated using previous year's AADF on this link,253,100,17181,318,1945,176,13,7,14,16,12,238,19782
6553,2015,5,North West,85,Manchester,A56,Major,A6042,LA Boundary,383330,400000,53.49643559,-2.25275018,1.40,0.87,Estimated,Estimated using previous year's AADF on this link,210,123,14839,285,2358,232,36,38,9,9,15,339,17944
18202,2015,5,North West,85,Manchester,A5103,Major,A34,A6,384268,398000,53.47848799,-2.23851006,0.40,0.25,Estimated,Estimated using previous year's AADF on this link,560,88,9473,3610,1410,146,33,2,5,4,2,191,14772
6046,2015,5,North West,85,Manchester,M56,Major,4,LA Boundary,383600,388821,53.39596279,-2.24809353,1.00,0.62,Estimated,Estimated using previous year's AADF on this link,0,171,66399,420,13262,1495,373,306,322,839,2077,5411,85662
16589,2015,5,North West,85,Manchester,A62,Major,A6010,LA Boundary,386280,400000,53.49652144,-2.20828263,2.40,1.49,Estimated,Estimated using previous year's AADF on this link,308,220,21525,1015,3424,416,77,49,56,135,76,809,26993
8563,2015,5,North West,85,Manchester,A62,Major,A6,A665,384671,398413,53.48221216,-2.23245822,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,151,36,9210,255,1738,174,24,3,1,0,0,202,11441
951810,2014,5,North West,85,Manchester,U,Minor,,,382797,392229,53.42656969,-2.26035637,,,Counted,Manual count,10,1,415,0,40,2,2,0,0,0,0,4,459
6047,2015,5,North West,85,Manchester,M56,Major,5,4,381560,387149,53.38086632,-2.27867311,1.00,0.62,Counted,Manual count,0,337,111065,501,14304,2240,349,325,419,1490,3169,7992,134199
26157,2015,5,North West,85,Manchester,A6,Major,A57,A57(M),384950,397300,53.47221621,-2.22820032,0.70,0.43,Estimated,Estimated using previous year's AADF on this link,316,228,20813,1298,3193,337,40,104,55,141,80,758,26290
7857,2015,5,North West,85,Manchester,A665,Major,Pin Mill Brow,A662,385428,398000,53.47852163,-2.22103190,0.50,0.31,Estimated,Estimated using previous year's AADF on this link,187,173,26554,326,3584,372,43,78,36,79,45,653,31290
27975,2015,5,North West,85,Manchester,A34,Major,A56 Deansgate,LA Boundary,383150,398200,53.48025081,-2.25536615,0.50,0.31,Estimated,Estimated using previous year's AADF on this link,226,101,10992,116,1135,109,18,7,7,2,5,149,12493
16322,2015,5,North West,85,Manchester,A34,Major,A5145,A5079,386035,392000,53.42460771,-2.21161742,3.60,2.24,Estimated,Estimated using previous year's AADF on this link,165,248,23228,411,2814,194,62,26,21,16,19,337,27038
7713,2015,5,North West,85,Manchester,A5145,Major,A5103,A34,385000,390400,53.41019753,-2.22711570,3.40,2.11,Estimated,Estimated using previous year's AADF on this link,392,48,11790,1707,1416,167,30,9,3,1,1,211,15172
16044,2015,5,North West,85,Manchester,M56,Major,6,5,380725,386100,53.37140743,-2.29116114,1.50,0.93,Counted,Manual count,0,285,106399,435,15066,1910,553,359,254,919,3774,7768,129953
7725,2015,5,North West,85,Manchester,A6010,Major,A62,A664,386030,400000,53.49651480,-2.21205108,0.90,0.56,Estimated,Estimated using previous year's AADF on this link,87,29,12954,193,2210,260,159,170,12,15,61,676,16063
27782,2015,5,North West,85,Manchester,A5184,Major,A34,A6,386150,396000,53.46056449,-2.21006435,1.60,0.99,Estimated,Estimated using previous year's AADF on this link,473,44,9774,152,925,87,12,15,1,2,0,117,11012
27796,2015,5,North West,85,Manchester,A6010,Major,A5103,B5093,385000,394100,53.44345478,-2.22729323,1.70,1.06,Counted,Manual count,199,56,11397,91,1284,93,16,18,1,14,11,153,12982
7724,2015,5,North West,85,Manchester,A34,Major,A5079,A6010,386182,395000,53.45157693,-2.20953809,1.50,0.93,Estimated,Estimated using previous year's AADF on this link,408,144,15349,398,1236,82,47,19,6,1,2,157,17284
27797,2015,5,North West,85,Manchester,A6010,Major,A662,A62,386880,399000,53.48754851,-2.19919618,1.90,1.18,Estimated,Estimated using previous year's AADF on this link,198,125,21662,271,4384,418,185,155,49,77,71,954,27396
28486,2015,5,North West,85,Manchester,A34,Major,A5103,Mosley St,384110,397940,53.47794390,-2.24088764,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,304,77,6560,405,903,99,32,9,3,0,0,144,8089
7946,2015,5,North West,85,Manchester,A6,Major,A5079,A6010,386892,395446,53.45560406,-2.19886575,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,557,196,16877,749,1815,197,36,44,27,20,17,341,19979
7948,2015,5,North West,85,Manchester,A34,Major,A6042,A56,383700,397945,53.47797622,-2.24706544,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,323,85,8097,184,1240,106,31,15,3,2,2,158,9764
26047,2015,5,North West,85,Manchester,M56,Major,4,3,381900,388200,53.39032504,-2.27362257,1.50,0.93,Counted,Manual count,0,278,134299,541,18572,3057,349,386,294,1228,3461,8775,162464
27992,2015,5,North West,85,Manchester,A56,Major,A6,A6,383780,398600,53.48386608,-2.24589414,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,259,60,11296,1298,1623,257,28,26,4,6,2,323,14601
7922,2015,5,North West,85,Manchester,A6143,Major,A57,A56,383000,397837,53.47698319,-2.25760657,0.80,0.50,Estimated,Estimated using previous year's AADF on this link,221,66,4455,156,557,23,7,7,3,1,0,42,5276
27313,2015,5,North West,85,Manchester,A576,Major,A6104,M60,384000,404400,53.53600505,-2.24287709,0.90,0.56,Estimated,Estimated using previous year's AADF on this link,119,247,34138,264,4492,254,59,83,49,51,65,561,39702
36355,2015,5,North West,85,Manchester,A5079,Major,A34,A6,387020,395000,53.45159842,-2.19691959,1.60,0.99,Estimated,Estimated using previous year's AADF on this link,77,33,10400,139,1222,98,20,12,2,6,11,149,11943
75240,2014,5,North West,85,Manchester,A635,Major,Ashton Old Road,Pin Mill Brow,385600,397720,53.47600965,-2.21842737,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,188,124,16231,271,3696,376,86,184,53,86,214,999,21322
46068,2015,5,North West,85,Manchester,A57M,Major,A57,A5103,383300,397160,53.47090774,-2.25305028,0.80,0.50,Estimated,Estimated using previous year's AADF on this link,0,380,56703,246,10332,1302,213,420,127,261,677,3001,70661
37837,2015,5,North West,85,Manchester,A6010,Major,A34,Hamilton Rd,386500,395400,53.45518061,-2.20476700,0.70,0.43,Estimated,Estimated using previous year's AADF on this link,259,23,12484,124,2090,119,40,13,1,2,4,179,14900
37944,2015,5,North West,85,Manchester,A6010,Major,A635,A662,387250,398000,53.47856931,-2.19357908,0.80,0.50,Estimated,Estimated using previous year's AADF on this link,297,184,20578,237,4384,336,127,93,54,48,109,766,26148
27980,2015,5,North West,85,Manchester,A665,Major,A6010,LA Boundary,384000,401400,53.50904018,-2.24272274,1.50,0.93,Estimated,Estimated using previous year's AADF on this link,153,53,14115,751,2033,247,38,19,15,22,24,364,17316
7701,2015,5,North West,85,Manchester,A5103,Major,M56,M60,382360,390350,53.40966590,-2.26682691,1.10,0.68,Counted,Manual count,35,342,96797,653,9998,937,283,192,63,265,1078,2818,110608
18548,2015,5,North West,85,Manchester,A6042,Major,A34,A34,383820,398008,53.47854622,-2.24526065,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,304,77,4393,313,530,68,13,1,4,0,0,85,5398
26059,2015,5,North West,85,Manchester,M60,Major,M60 spur,LA Boundary,383733,389634,53.40327456,-2.24613566,1.90,1.18,Counted,Manual count,0,241,70858,86,11096,1687,306,411,128,311,1081,3923,86204
37809,2015,5,North West,85,Manchester,A5103,Major,A60/A5103(T),A5145,383000,391900,53.42361912,-2.25728355,1.00,0.62,Counted,Manual count,130,241,64313,767,6704,554,136,156,48,131,137,1161,73187
37859,2015,5,North West,85,Manchester,A6104,Major,A576,A664,385000,404060,53.53297876,-2.22777289,2.50,1.55,Estimated,Estimated using previous year's AADF on this link,83,51,9068,453,1508,77,11,13,4,0,2,107,11188
7947,2015,5,North West,85,Manchester,A34,Major,A6042,A56,383700,398236,53.48059183,-2.24708065,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,271,121,6522,1018,923,68,15,1,3,1,0,88,8672
28246,2015,5,North West,85,Manchester,A6010,Major,B5117,A34,386000,395230,53.45363942,-2.21228894,0.80,0.50,Estimated,Estimated using previous year's AADF on this link,248,37,9103,138,1309,77,20,4,1,7,1,111,10698
